$\delta_L$,$\gamma_L$,$n_y$,$\theta_L$,$\eta_x$,$\omega_x$,$m_x$,$\delta_x$,$\gamma_x$,$\theta_x$,$\rho_x$,$frac_{toggle}$,$frac_{S}$,$frac_{I}$,$frac_{out}$
0.35590971822155537,1.6198789765864359,1.1094769185999893,0.3332744299776855,0.521130525984051,867.5094485046534,1.366793526301737,0.023841132332492035,0.05905240813311263,0.08826327318565148,4.96310928950631,0.6858235761298572,0.3921565186251088,0.7897864217001228,0.905909059622147
0.23003815149182255,0.672425136512195,1.626412306835243,0.2751452506472553,0.2090532286011625,565.0442627550534,2.1471515284830565,0.03201352180005152,1.5180482729626346,0.2503819642170456,8.049617773087094,0.6546424258777701,0.552906158285908,0.5916153000054298,0.4485155449885734
0.0992045607003339,0.40827691804237837,2.1385802383096086,0.3664306374688413,0.23572351912161618,320.1418080073006,1.8369253358663462,0.017157763034099868,0.8861159868950397,0.16958668537500485,5.0435599425695345,0.5885943934902595,0.672796965410705,0.5908071575210199,0.7314679554006039
0.4617057178940878,0.4768467158438025,1.4804079727736137,0.2670033772772714,0.38691666334455127,166.1734371299084,2.3171967637597133,0.02589334672546373,0.5084303773821679,0.21302343492455575,5.061038945656326,0.4636707132362174,0.7103502192773472,0.8197989971808732,0.619046451950349
0.1694065821500141,1.179213666961154,1.1170715335948131,0.14731750109868907,0.19738471928132434,181.5915820852813,2.2826753420619155,0.02861568112357667,0.2339293792624556,0.19159392976032125,8.676325808960662,0.6908413649417482,0.6404412730735276,0.056127149046226954,0.8227321343290961
0.397317925753735,0.038064872475402634,2.0945612034537016,0.32313912061255184,0.17277965971927145,961.1179307005698,2.122974062598379,0.02161147880632627,0.3576814992937213,0.3476946420219626,9.042825075162478,0.9214608921185634,0.5712987039633479,0.2985411060814427,0.6932863036461991
0.1598761300409434,0.9412839861059774,1.7488356673359755,0.18980439661794196,0.48342098327634386,2.3534425606878813,1.92347451231107,0.015919293134271234,0.6542314431027656,0.11253306305664637,4.183992709709186,0.7552937428090791,0.7145823125179496,0.747283974579561,0.4820482887097159
0.06573340321736568,0.45363210872277704,2.4274357407236296,0.19092999483571385,0.335582125441403,755.0946657959025,1.2365160883136654,0.020158567686901566,0.6268769352128696,0.17891127232019788,3.790024163229645,0.7217462526009837,0.5477278491852531,0.6678036491641149,0.8755814366448008
0.1470170142861845,1.188712984877332,2.080358857467091,0.33401825770605675,0.17111357874353383,379.9724163382324,2.516305643324972,0.029351341886725404,0.23113927551314495,0.38411732869223414,4.388058817032716,0.6798527653346684,0.3370723886422555,0.7790015175465581,0.891332919241038
0.3443864942106953,0.4446282678008474,1.051993505611476,0.319171818640757,0.2735219034322034,100.04120706313438,1.7487361710642726,0.02421403897842266,0.4337313754142707,0.32553258536032254,8.361592475850845,0.18332807413642316,0.4605539490323808,0.6118273968452342,0.6086999236355862
0.37195684225292447,0.8658591041366194,2.107009905101941,0.06754713015894444,0.4042221002243537,52.921854594557544,1.9614476453724148,0.016504221195686737,1.0421131399667125,0.19436878195327284,5.328960280006361,0.1988988976493098,0.32471644371226227,0.8350745571608358,0.8724249833387938
0.3141825697665743,0.8985188083261144,2.2877375493412595,0.11741531682778643,0.3463092018375815,566.5715072813435,2.7389469964833433,0.0262009832478695,0.21358571574775392,0.16288293823420721,8.199718835294933,0.7512193056868512,0.8227757342220169,0.817889961519099,0.8608040994785172
0.387460942106697,0.22601800827851834,2.7209061212943615,0.05447417035215067,0.23596953514768543,656.2738205416925,1.8227244155525104,0.0136287693111404,1.358947452434323,0.19692263289526152,4.739734251413148,0.47843555457059744,0.5787680890237235,0.5729771215731181,0.3683905871872233
0.1661297346358274,0.8632789670756391,1.8315190680796891,0.3409481223580896,0.303700459040411,330.78784255053006,1.8720724318860784,0.036086667607103586,0.9042101905766581,0.12017438570276487,3.142062117289403,0.9506567350551822,0.7246460739814773,0.9831695986555231,0.40036916520506416
0.23513374229593376,0.42443483121189635,2.471673871404813,0.42355038341356965,0.2539498869493644,347.3936694497172,2.2418826632777145,0.016353172695090037,0.6641902117304834,0.441155588328303,2.494478701399816,0.8231223426776009,0.4185663047390989,0.28020449456121066,0.5512154885439273
0.37732324377186743,1.1977813884081066,1.5110466285398272,0.07192066975540834,0.367961265269954,301.34304972341226,1.714887937553948,0.030619689186843137,1.5055424289197483,0.4151064154923065,2.979563926222315,0.4370230675217619,0.8489890823152114,0.33886700841270867,0.3341315914487514
0.0958190660299269,0.03542967778728767,1.87374920446962,0.02087515468941195,0.41581429192683783,125.94534570715041,3.7747568406495873,0.03602416037807922,1.4440682908336326,0.33554753441287277,6.756735463584451,0.8468847967974543,0.27907113701110564,0.6382378084903225,0.5803459171990064
0.2226287319702414,0.3634439868518498,2.2538978329275596,0.4957897871412386,0.34933012185408074,781.0133863425729,2.0253605331841267,0.03932042890185221,0.48232391417319637,0.5093159064683191,9.044941797553797,0.5873435707450521,0.5383633999748373,0.7930310018072448,0.4101108610403255
0.41254915238586515,0.7094528758738012,2.8922155802797698,0.130316742683895,0.09383004973498464,775.5140032195184,1.8219440004053165,0.015244767836153274,0.6400283076554301,0.12287281323821037,8.34883354423212,0.8390987657329183,0.5704701151808004,0.5183531876613541,0.8191414770499946
0.19278416756268846,0.7166970864441441,2.341269794843517,0.22516253830234462,0.36281960332048,737.2508610321895,3.2737437169047836,0.056576516116321376,0.5921080379792882,0.1406868255427742,5.240246389556653,0.7259696863721772,0.14754919747504347,0.5588939281589235,0.9745102411701372
0.09762917329870048,0.532877781144384,2.8915703490400944,0.1336693272673929,0.14269278784058295,331.8796886274838,1.3708229247321149,0.024826026536966743,1.6529821084454253,0.23327601294561534,6.988889111259498,0.7285758691371464,0.34054832091769804,0.7394435515493262,0.6564188275086102
0.3531318570468668,0.43811450541711416,1.4456123457305936,0.43435443296275505,0.16036806940590712,921.6994455826274,2.3201891720604837,0.02035883216824158,0.7523649255645897,0.21740952122419094,9.811626273051932,0.6008849104893251,0.5097437723484469,0.8550485882910982,0.763616865942883
0.26924671427052393,0.2889267117437364,2.6188123694901115,0.1259109761384468,0.08602512597413317,872.0841807218094,2.5071981820371527,0.016324810120309546,1.1196819096113888,0.13948817679476685,5.6231411173761385,0.9270315814317467,0.882924433656618,0.8724826686665581,0.841898242319514
0.20824760721077895,1.0478095734066186,1.5881503459137514,0.18453126681779278,0.3605488701685836,458.87591094589493,1.0020472377822185,0.027819653977019725,0.7583530252891917,0.12859978643771516,2.8545782654910634,0.7467675261567603,0.5513420342777663,0.8849369564906407,0.5753192070062838
0.20888578494237575,1.21464557556884,1.4721672601697933,0.4099195580798787,0.08783553162035314,461.2561004473614,1.6875482710343765,0.012747528764535818,0.09891588508501986,0.2659069118571338,8.507932746214726,0.7267792130334901,0.7677578272143789,0.1528197251426897,0.7861939203992179
0.37354780214937916,0.5113037410817826,1.2737434369837297,0.27785393651398516,0.3644981802099372,133.25413895716338,1.2706597920632041,0.015552705500862435,1.609062169964973,0.16748819458701508,3.9966979485750587,0.7364272362786111,0.5171900853346414,0.7452236281801354,0.8856234528340451
0.13167627155311876,0.5377586879473889,2.57132919191383,0.0739918498343323,0.4244418859417647,497.14677585962556,1.7816277439859765,0.050851901887687796,0.6665465351858607,0.07644207671040591,9.610261184118581,0.9006435512285862,0.6151994929332423,0.5957748069516984,0.8196915590032988
0.2508820652523278,0.4799246478847616,2.565378617991575,0.37769185242549846,0.37897043823045556,75.56473580868283,3.8449289417525154,0.011072838089442006,1.802324640976554,0.2837316021908848,8.777470400524985,0.471379502421624,0.42509822547627896,0.911300249762559,0.7206441743894489
0.43120405094274056,0.10065853078361792,1.38459630200729,0.05084772270674745,0.15824834360559517,546.0920704890596,2.288115149427198,0.02290925379820677,1.7574896268147326,0.026175049770337327,1.329544648023183,0.8068702175685697,0.6539869379630195,0.08710103355854149,0.7282883286128102
0.08597474577722906,0.8550859682212488,1.0568000951985432,0.10038358496192704,0.3143960601043315,749.6969747631441,1.5311549547207415,0.03110160760715881,0.4023738738420575,0.292095807497477,4.834685666571856,0.9236917360086598,0.46472366627032025,0.3013549379508005,0.7676233608355392
0.3436115417691995,0.5324079832037718,1.6525037827241342,0.19215495582389752,0.18238251221571739,992.707342474244,2.721534913977327,0.018864312458548117,0.8407328581750437,0.14888925220637944,7.618219813614641,0.5710093456285898,0.7053643974977793,0.6036808480231473,0.3905009653918642
0.27389633849824374,0.5911095347667737,1.1076419497181698,0.2039873175574885,0.30409830244067004,912.0553255012398,1.4050978192559747,0.018054955915190327,1.2154082705773168,0.24900483112343993,6.630341855441369,0.544305793538836,0.6922078941681593,0.6806632772320229,0.7736697402398032
0.33953741864117887,0.13246934845592007,1.3020077328241533,0.23763913904151884,0.3331400331765624,630.1097528441697,2.942131453028712,0.012075641561577354,0.6926686618142988,0.10087243202033064,3.5133117479973635,0.69319729718018,0.7500143704192525,0.5378650980955659,0.7805275317718723
0.2250360141878282,0.22510526444233275,1.0534759763209982,0.26050303930820834,0.26661266452507626,535.6648989563662,1.3859399898481604,0.01636628258294193,0.7707470693398513,0.25356018718053275,8.712378905326291,0.9725142895387985,0.81585090650182,0.47235250964600367,0.5987030669034974
0.3456783036962765,0.563364186245647,2.041058666709393,0.13659389693698554,0.30211937494888075,575.7799780664635,1.65481922266506,0.042751503481525094,1.2234668706872824,0.3018465993031466,5.253841028142926,0.9315588579854153,0.1330724588423231,0.2845303333999073,0.8603091828100752
0.37550742193148784,0.11126553040581794,1.1643080663204137,0.33815915164505905,0.25874054165497057,841.6763427263415,2.7097415119254205,0.010118982596060358,0.910485946854652,0.19096768236848896,4.081770004062564,0.7604123058244899,0.5336943704067608,0.7712743200035905,0.9068009259793542
0.3701715707623958,1.8284075486782558,1.1127082426890518,0.04883959720319124,0.25948467873109915,850.3740298060104,1.9815426820920552,0.03228399555671899,0.28234706134499876,0.10776110125671795,8.223032295495742,0.9732135442248714,0.8063628023064753,0.9081282724318451,0.8480528001362618
0.5231834510353881,1.1499980439435689,1.6539330346252268,0.21657581729877307,0.17867795056980568,355.5739352889718,1.0400301677643877,0.022950067550246072,0.9522471096156326,0.08181278278156229,7.848662640425038,0.24425417200897526,0.43684694535186225,0.16246958267962108,0.7404440020181443
0.2719482718276943,1.2480711692014015,1.4065850738778338,0.027720036729397185,0.204037792262165,429.210377363415,1.3545841437622022,0.011838404269209396,0.1747707810041929,0.21187978170135713,1.100994207549701,0.38016872658137024,0.6331330281064622,0.8608525063920786,0.775854938867436
0.25553813864739233,1.0186776825253971,2.40050779091703,0.3647623742804402,0.23014587799034758,799.6872903791563,1.4912089937874176,0.03691570720151369,0.08004888875959143,0.19987685350080503,2.600358882350217,0.24212799717278366,0.41014852679679986,0.8879801146102095,0.5597498741781053
0.3230030550744436,0.21047840258545497,1.4920750115887844,0.38673123205314575,0.2700350244657149,802.7400293546731,1.1619730684735374,0.013625651710107049,1.3330566563170847,0.24315026877090934,2.72758637618386,0.4863812191125971,0.44432028087083203,0.796465087322926,0.29642644536578977
0.20475045180817322,1.1195980066724152,1.8568956657479885,0.2108719011529235,0.21220547842429394,501.38285899934647,1.2770764305620708,0.032510841143092314,0.5093437958091644,0.4932967812514844,8.994455846372682,0.6235112550723849,0.9871836143535758,0.7767147367617737,0.5166483950059382
0.17159571231066553,1.0794557503417967,3.1882224269735664,0.12330609861259961,0.24665053596933778,688.543155109149,1.186866401981828,0.016429360638691267,0.2781366334819708,0.2992463470635781,1.5640787689938502,0.4305801752945371,0.47922391763678673,0.6416354007212143,0.3801572722004387
0.23753845062998655,0.13706463683283393,1.5069513176617688,0.3438226482178888,0.25338186383208183,296.28780066687693,2.5818557375589295,0.034646478560017874,0.10005535914439623,0.38597021842095997,3.6643695276636006,0.462314120854473,0.7733062749855927,0.5673953892120535,0.8499153164479435
0.13891728724914654,0.374094680669923,1.213010806692893,0.1283707598701139,0.3097546893051815,150.7607658148953,2.680824372607803,0.05952421209834093,1.1195068081095667,0.06133940186468183,6.861344140449478,0.499834947209506,0.567376947069181,0.7115568224988696,0.36801865335599104
0.37251302232402395,0.9417247303289684,2.473469901998124,0.03742887968978138,0.11302905600642958,77.33945885661387,1.7891335672207334,0.013513943087934972,0.8379897642293914,0.14912635678747557,9.339515298962233,0.7829889526916574,0.576632429039075,0.7584221338234427,0.8323622477643948
0.39778758579448914,0.5043180448083375,1.3714085148890827,0.22624314046507502,0.6428086017401701,920.9716854074716,1.6733902016978415,0.043744804183032795,1.3234270747428245,0.2991563119627281,7.293980796346464,0.44925226049519007,0.5577381697384696,0.25824536858289915,0.6607439736479394
0.08540595787017223,0.01744681139920895,1.4995318216388904,0.4056758796143904,0.5252976163002678,147.98941350839152,1.9254696760349204,0.03135009933501953,0.7232536243892789,0.035639813904190354,8.468885515035542,0.9736987927911575,0.8927627988899454,0.6824647731056015,0.763198493165589
0.36980209932096825,0.41132412861153816,2.777744235673807,0.20440196606326622,0.16144984159788345,642.9041114219481,2.4217690565094734,0.010294717964237815,1.4912986487071371,0.20242488592145189,8.335251965170368,0.5698698691376183,0.8002735775946521,0.8089605952033124,0.8420698644745854
0.360601727799998,0.05538913706722476,1.2419441561569764,0.27408879908883915,0.15380866786442757,814.0515629699971,1.422535105441537,0.0164243540651274,0.7790784784879657,0.22725261474687766,8.650283661524371,0.6615577737740155,0.24223138504044173,0.8960904648638758,0.6411182098474117
0.20988431964806506,1.2264257074749543,1.5715495693514168,0.16433434187355045,0.11749479069316889,783.828307881314,1.2699992481526226,0.020142664176348,0.5590127024498751,0.12763470820976727,6.37715575819778,0.9263634082040471,0.7112507878572717,0.5099700476939495,0.83810887654719
0.3559514201749301,1.0534740403885077,1.334479058390685,0.048143731325232586,0.18935633928007584,822.0010977738282,1.879785468862561,0.018627236913342556,0.3882729590161955,0.0976047270016174,3.191077633021215,0.7116193699971328,0.8145815202323414,0.9339080854309199,0.7817953113859186
0.42475164232108503,0.22267734994443847,1.4509995092024057,0.22693100670694122,0.08504265510016654,760.0592278445872,2.452408481415041,0.012217786168330403,0.020112158681578007,0.09973327690491539,7.517702091215162,0.8326811299198109,0.35594584408987817,0.7895060275742345,0.43332435824098053
0.19762806645152436,0.7773496489685232,1.90307671570983,0.12884904722906812,0.2887907608168078,87.31261069457832,1.7124496323291571,0.014419379452066759,0.884067042742664,0.15922920886200354,6.46562627321559,0.9236497056067725,0.5126768596750619,0.9512553592174273,0.9629034880957202
0.3107948280096365,0.2355162033749422,1.1624683307731043,0.22362698930485814,0.4328158707714747,647.1121968218176,2.227264594852292,0.024414504797235306,0.9168920549570114,0.5032903180448671,4.248200795049178,0.5536515803941009,0.6087763459549633,0.6029742315946769,0.8852312099849119
0.37310714595863526,0.8062458120238405,1.4058539653902016,0.38597504994225273,0.5021296618597162,861.9011172374245,1.4611684584804927,0.019038589805022647,0.7090945056760324,0.585042693687352,9.210011257892234,0.9688121420613955,0.7231751594199733,0.579338161723788,0.5941833451288718
0.14415615289259587,0.4254292630801813,1.15105583632077,0.4962119519145904,0.2164809684386034,868.7664689873127,1.571722439041237,0.02469106264479854,0.6587524780429226,0.320425450533667,9.643862155233158,0.5513822668303161,0.7840400403565383,0.17561717217083317,0.9367642399319254
0.24937832237712354,0.23004854322208107,1.1332484959633327,0.4454293143799096,0.34295269983365084,906.7156361903085,1.6827163328863202,0.012831875810544516,0.4240795625921887,0.1860693960318486,5.451999371720719,0.5347611085343914,0.9167828789471021,0.250976921489793,0.3446692512255616
0.18690380682399627,1.2191386987277584,1.1085751219220348,0.06718408049073045,0.21310990375645902,965.2419498222271,1.5717174557561968,0.029009231389493705,0.8904901987299901,0.06265206726920823,8.192547219473983,0.9911277779995692,0.42730359946651575,0.4226742484583382,0.5488364689816749
0.2072760551212534,0.4557651563774551,1.3465504305101164,0.07152547426419734,0.19599498990853945,245.0596510423976,1.1177611366516875,0.020019779447104112,0.12304004914766481,0.4665113528801473,2.2608634022050422,0.5399911038737509,0.8714398948086646,0.8604137496723694,0.9757361254220711
0.28163406732671414,0.1836481012626548,2.194784029034903,0.33351223508202277,0.2118395352225521,227.91342659950817,1.9714590247505361,0.018664225478938604,1.0746854404545187,0.3287181697197017,2.1626969232328856,0.7059265927387401,0.8698886475193008,0.7252759983630426,0.3716144911893058
0.09026143938070755,0.6672179919119583,1.765680332686229,0.012288353430041893,0.27105556512353235,575.204138454361,1.9022944156543298,0.023666700815369358,0.7358129832128789,0.14987124013057965,6.932812736127861,0.7385116179650748,0.7170093082411392,0.9521745634378241,0.8402246584980148
0.40128965806181305,0.48735774554375744,3.439298289913827,0.08540733143033137,0.12961553545886428,139.0125748835428,1.128644691938002,0.023534868384578824,1.2563438155981883,0.03969505329958034,9.074539424944524,0.6248903822927667,0.8056563758522118,0.48642489471563033,0.295251269272335
0.18137759987662172,0.45310277347749695,2.1583929427497868,0.05026703472788975,0.34099083359629934,437.81132282881856,2.5746038778508367,0.029111120594605973,0.8571112181907643,0.19089515154655395,6.514195891478675,0.4816135688848826,0.5671852825599186,0.8682688893892394,0.9579576587393678
0.3525472243995199,0.23018568526352254,1.3563067747965873,0.3144825870905438,0.13689696279851093,366.24962377053157,3.353773922397285,0.024163879134265053,1.0733632301413008,0.25776654593141735,9.603919047880053,0.7805473371769267,0.1912004034675049,0.726146621100179,0.18434572536760996
0.5863968516789283,0.7225002252123336,2.848604762205319,0.20385039326957113,0.4293047587981882,97.4518487274604,1.902735698299573,0.038018197075920204,0.32352823033494565,0.3330081986109688,3.0305369392889094,0.5119273546813767,0.6202548179511531,0.950984545738672,0.5179775625140468
0.18747538273170417,0.2740922588131044,1.0389942894301392,0.07305439876068685,0.4812003039724332,554.5335030910463,1.8330894012205767,0.036477070562281944,0.5546009564731701,0.4405633432851695,6.163281061671513,0.8840170238229945,0.3833543507036139,0.45838051857971435,0.743408163699907
0.10388018971588278,0.08962166413784212,1.4410352966794626,0.1967889015038109,0.15990072164842944,37.91329261708165,2.2699721487480646,0.013463792123331432,1.9215980918545488,0.11237425710487103,3.4526848697776487,0.7961300711754488,0.5228697440072114,0.6209843016169845,0.906258596425145
0.163883570318778,0.2989802333706282,1.2443194234139754,0.08063626061702497,0.1078001470372547,898.4228679978927,1.3629857804077927,0.012907384314697833,0.9285932894540438,0.4450250917119601,1.7634105294070093,0.8998009236022271,0.9642704264692814,0.9145859952455094,0.8687600204046159
0.15332221222914708,0.23401983150758632,1.1721372356524467,0.46432252866500556,0.3840030106205364,983.2376981523822,1.4049810657625175,0.03927351469977956,0.6765658854733329,0.05979331614477616,4.800497694627279,0.44589532838531276,0.877687634152331,0.997885267295932,0.7453209880916261
0.24185022361794295,0.09993079001576116,2.046162721564291,0.43104655538972164,0.2774777479526625,940.2560130100935,1.664693390570784,0.027767476262171,1.2482696241181213,0.2267167434808949,8.746157176028547,0.6887229590659328,0.999074512318596,0.5774826362632188,0.8934652501787494
0.22951537540802408,0.4200130622138156,1.3986352695301065,0.059731473749590036,0.14305065172621995,702.7782168617825,2.402980156283604,0.023482620565193263,0.4845176459930764,0.24592549058093127,7.3912923686446685,0.693959888150365,0.6904726849297834,0.719321668200832,0.3140094862570719
0.09358882517825881,0.45978915008372967,1.284462555771153,0.27085660693438374,0.14875184041326564,998.18130725746,2.1476956170943726,0.020296789083859738,0.6263994770589985,0.3993391296263532,6.184646922425559,0.9942826267271612,0.42610713325524235,0.7808074490578295,0.731436048428209
0.3900797173277901,1.5247131329974322,3.3719406461824137,0.25608446911051275,0.2979231378749959,485.56582418565256,2.9699782860156914,0.021263085770220805,0.7111508203132981,0.05734967034750696,7.4840456620232665,0.3819101008015806,0.9455587737510831,0.8810055528315363,0.8513917667080513
0.31217798042654205,0.06608947859993591,2.2094851236969566,0.04702734544334758,0.49496985159743523,474.7666300946189,1.6390066660820888,0.03408197580221329,1.3383244018783922,0.19404316571824567,4.121413545787836,0.9950925522414101,0.12180238652913644,0.9155716848312774,0.8301839200119001
0.2172640375879118,0.1818992040071546,1.9763943936220736,0.24846051756846288,0.39492970405449046,265.5315782603034,2.2546272724316947,0.024905398037098472,1.57830812803424,0.15673923382918822,9.414995644499179,0.3309842256096919,0.9689319032922915,0.9617561267263328,0.9839137518505743
0.1980333679587334,0.7721943823487531,1.2018465961005593,0.16879924963537746,0.38102523947595146,406.9920336678939,1.4085194188224306,0.025577638263641993,0.9777334464341136,0.37760158279581124,8.09002749850139,0.34535094964033686,0.3606710789786859,0.9032338396194197,0.5981992743005201
0.20941836094174382,0.7641747314301723,2.4387134512655937,0.1458576195476923,0.43240594646782504,62.179877046531374,2.677808628973824,0.011331161573841715,0.7610675904600319,0.39291828248045657,5.944018140549979,0.29847986807507476,0.44073564680843247,0.5999724023423788,0.9517182955374264
0.22433923643451192,1.0721566607909736,1.8085356072544818,0.23984243620489226,0.31546517122664874,126.15265790484887,2.5724227087768554,0.03061667843461137,1.0305404660661601,0.3532123577625989,8.084506828245068,0.9617122260312517,0.7395988151117522,0.8232618739571632,0.4721723928720454
0.2307175155570064,0.38443420594029937,1.9754478226248464,0.2598920069270765,0.11415608060730077,537.119508507952,1.282569510540751,0.011227208562299959,0.7544627201156329,0.18448258021133063,3.7196315211132833,0.9855716836537302,0.8371380368306387,0.6733707957442248,0.6945129623737211
0.5030669540876498,0.6418810745460827,1.5721744830167228,0.2252634398660493,0.14544700151732948,332.1723220016321,2.4232585693124675,0.027929460702692872,0.4110422424992479,0.33220558364108166,7.971552978624363,0.9631107303056206,0.7128952506562971,0.7954610214560678,0.8324205376424744
0.20645103568945217,0.21157350753277268,1.6272779642851463,0.16709410868806227,0.23008428155374774,833.9503971080501,2.599669947092003,0.028254060032753114,0.8695938392366966,0.37744780804898137,5.791423766718326,0.7483549854877389,0.9565808469555346,0.5493453171679654,0.9267967229650425
0.15093793468821518,0.8623327110738719,1.5463881605017042,0.08960429085268931,0.21265711869850307,674.7352163524174,2.3162115268882033,0.026376543191630603,0.43948291222958624,0.08960154564262053,8.101873103502125,0.905417127354834,0.6625094754044044,0.9329433249228799,0.629167249795606
0.336457418434525,0.45214833669922966,1.3490336836895234,0.26844317928646483,0.1318697522399385,87.29443538182181,1.5479352737232048,0.01927538248636779,0.5996441232461754,0.1768398448195087,8.55172918971769,0.6160328606951189,0.8181300179234812,0.2393158601157438,0.9601215608788669
0.12021757362075383,0.5284990221369331,1.3874053946025362,0.18690473539139574,0.5176373894366435,178.29033172746847,1.1326431502965377,0.019883779233172087,0.2602287588907831,0.3856744820307631,8.700132209186277,0.2797504864365803,0.7227322872519428,0.7391883969110496,0.7015774368621603
0.3926963310358138,0.39327739317861504,1.186254827476175,0.23442645011847243,0.1616667664525498,545.1175649328165,1.547719626969005,0.03186771488753309,0.9638110313318378,0.21784174832479386,5.094315670469354,0.4574294369587125,0.5226731492720866,0.7052925860820365,0.5982076283374858
0.2839058335262325,0.04987431431382355,1.814442421302313,0.023780742639864932,0.20304473371099366,888.3813321850704,2.386076269676791,0.030362032997129664,0.6175783109735322,0.391830303619764,3.614677767191647,0.8221670556216055,0.8656013662318219,0.24504395992695305,0.9185155406683311
0.3505195282567608,0.6505223440774468,3.1993801349576376,0.31536650371485586,0.14381981653726114,180.03794972314768,3.1921337568554815,0.011551496030509261,0.13836071006665163,0.07268010324204555,1.4476159651645482,0.4599833722619111,0.3960042503529608,0.48273418014756714,0.6282805579583697
